0,118.122503,24.530575,06:33:16
0,118.122503,24.530575,09:47:47
0,118.049719,24.577756,14:17:33
0,118.114639,24.527959,07:55:48
1,118.147598,24.505606,10:52:17
1,118.149764,24.501378,13:08:17
1,118.14941633323,24.500951868608,17:30:00
1,118.151529,24.506201,18:53:41
2,118.158417,24.524483,22:03:57
2,118.169028,24.51462,22:08:30
2,118.149516,24.513256,19:24:53
2,118.204635,24.501241,22:44:12
3,118.118841,24.500348,23:54:41
3,118.13413136336,24.499481864318,12:30:37
3,118.135414,24.499284,10:00:00
3,118.134828,24.50078,20:40:00
4,118.161338,24.490547,20:51:23
4,118.149784,24.497613,17:24:04
4,118.151074,24.488211,13:00:00
4,118.14700856176,24.488586849473,09:42:22
5,118.1624,24.486341,22:30:18
5,118.16567838961,24.483279331615,14:29:58
5,118.139677,24.505126,23:18:47
5,118.164869,24.483058,21:08:13
6,118.038543,24.499683,15:14:20
6,118.138311,24.539495,23:31:25
6,118.10944,24.526811,18:44:37
7,118.133817,24.506865,19:10:26
7,118.135987,24.49639,19:25:16
7,118.139316,24.5105,10:13:51
8,118.15475,24.550039,14:59:07
8,118.15475,24.550039,23:30:00
8,118.13862,24.540399,23:55:00
9,118.123323,24.519205,19:00:32
10,118.143205,24.532844,20:47:07
10,118.137564,24.539125,23:30:00
10,118.138311,24.539495,23:33:10
10,118.13917480981,24.533744257231,18:38:25
11,118.134485,24.504786,16:46:59
11,118.140964,24.500304,11:00:00
11,118.138769,24.501835,18:27:13
11,118.139677,24.505126,08:56:35
12,118.157134,24.499217,18:26:40
12,118.153655,24.501398,19:00:00
12,118.16457,24.492842,21:30:00
12,118.16045,24.503399,19:22:17
13,118.138311,24.539495,00:10:00
13,118.138195,24.540459,23:30:00
13,118.139112,24.533745,15:11:35
13,118.138758,24.540416,00:20:00
”≈ªØ∫Û,
0,118.147598,24.505606,653
0,118.149764,24.501378,789
0,118.14941633323,24.500951868608,1050
0,118.151529,24.506201,1134
1,118.158417,24.524483,1324
1,118.169028,24.51462,1329
1,118.149516,24.513256,1165
1,118.204635,24.501241,1365
2,118.118841,24.500348,1435
2,118.13413136336,24.499481864318,751
2,118.135414,24.499284,600
2,118.134828,24.50078,1240
3,118.161338,24.490547,1252
3,118.149784,24.497613,1045
3,118.151074,24.488211,780
3,118.14700856176,24.488586849473,583
4,118.1624,24.486341,1351
4,118.16567838961,24.483279331615,870
4,118.139677,24.505126,1399
4,118.164869,24.483058,1269
5,118.038543,24.499683,915
5,118.138311,24.539495,1412
5,118.10944,24.526811,1125
6,118.133817,24.506865,1151
6,118.135987,24.49639,1166
6,118.139316,24.5105,614
7,118.123323,24.519205,1141
8,118.143205,24.532844,1248
8,118.137564,24.539125,1410
8,118.138311,24.539495,1414
8,118.13917480981,24.533744257231,1119
9,118.134485,24.504786,1007
9,118.140964,24.500304,660
9,118.138769,24.501835,1108
9,118.139677,24.505126,537
10,118.138311,24.539495,1450
10,118.138195,24.540459,1410
10,118.139112,24.533745,912
10,118.138758,24.540416,1460
11,118.122503,24.530575,394
11,118.122503,24.530575,588
11,118.049719,24.577756,858
11,118.114639,24.527959,476
12,118.15475,24.550039,900
12,118.15475,24.550039,1410
12,118.13862,24.540399,1435
13,118.157134,24.499217,1107
13,118.153655,24.501398,1140
13,118.16457,24.492842,1290
13,118.16045,24.503399,1163
